LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1,Unnamed: 19,aka
UCA1,lung cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RNAi",up-regulated,29355524.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,lung cancer,"luciferase reporter assay, qPCR, western blot etc.",up-regulated,28762326.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,lung cancer,qPCR etc.,up-regulated,26380024.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,lung cancer,"qPCR, Western blot, Northern blot, Flow cytometry assay etc.",up-regulated,17416635.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,non small cell lung cancer,"qPCR, Western blot, RIP, Luciferase reporter assay etc.",up-regulated,26655272.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,non small cell lung cancer,"qPCR, RNAi, Western blot etc.",up-regulated,26160838.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
VPS9D1-AS1,non small cell lung cancer,qPCR,up-regulated,30119235.0,Also known as: MYU,1,NR_036480.1,,16,4,0,VALIDATED,,,,,,,,MYU
WASIR2,lung adenocarcinoma,RNA-seq,differential expression,31558162.0,Also known as: NCRNA00286A,1,NR_130735.1,9,8,1,0,VALIDATED,"3 (1-3G, 2-2G)","[0.962, 0.894, 0.911 (2G)]",No similarity to any PQS in QGRS Mapper,0,0,No PQS found in G4 hunter,,NCRNA00286A
WDFY3-AS2,lung adenocarcinoma,"qPCR, Western blot, Luciferase reporter assay, RIP etc",up-regulated,32275336.0,Also Known As: FBI4; C4orf12; NCRNA00247,12,"NR_015359.2, NR_152771.1, NR_152772.1, NR_152773.1, NR_152774.1, NR_152775.1, NR_152776.1, NR_152778.1, NR_152779.1, NR_152780.1, NR_152781.1, NR_152782.1","9, 11, 11, 13, 11, 11, 11, 9, 7, 10, 10, 9","9,10,10,12,10,10,11,9,7,10,10,9","0,1,1,1,1,1,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,"6 (C-rich);
1 (C-rich); 
1 (C-rich); 
1 (C-rich);
1 (C-rich);
1 (C-rich);
6 (C-rich);
6 (C-rich);
 ___;
6 (C-rich);
6 (C-rich);
0","[-0.944, -0.911, -0.941, -0.935, -0.911, -1.221 (C-rich)]; 
[-0.869 (C-rich)]; 
[-0.869 (C-rich)]; 
[-0.869 (C-rich)]; 
[-0.869 (C-rich)]; 
[-0.869 (C-rich)]; 
[-0.944, -0.911, -0.941, -0.935, -0.911, -1.221 (C-rich)]; 
[-0.944, -0.911, -0.941, -0.935, -0.911, -1.221] (C-rich);
 ____; 
[-0.944, -0.911, -0.941, -0.935, -0.911, -1.221 (C-rich)]; 
[-0.944, -0.911, -0.941, -0.935, -0.911, -1.221 (C-rich)];
0",No similarity to any PQS (2G) from QGRS mapper,"3 (1 - 3G, 2 - C-rich), 0;
0;
0;
0;
0;
3 (1 - 3G, 2 - C-rich); 
3 (1 - 3G, 2 - C-rich); ___;
3 (1 - 3G, 2 - C-rich); 
3 (1 - 3G, 2 - C-rich);
0","[1.483 (3G); -1.419, -1.354 (C-rich)];
0; 
0; 
0; 
0; 
0; 
[1.483 (3G); -1.419, -1.354 (C-rich)];
[1.483 (3G); -1.419, -1.354 (C-rich)];
___;
[1.483 (3G); -1.419, -1.354 (C-rich)];
[1.483 (3G); -1.419, -1.354 (C-rich)];
0 ",No similarity to PQS (3G) from QGRS mapper,,FBI4; C4orf12; NCRNA00247
XIST,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,29812958.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"qPCR, Western blot, RIP etc",up-regulated,32209729.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"qPCR, Western blot",up-regulated,31553952.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,lung adenocarcinoma,"qRT-PCR, Dual luciferase reporter assay, RIP, Western blot analysis,",up-regulated,31968395.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"RT-qPCR, Western blot, Luciferase reporter assay, RIP",up-regulated,31659146.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31292221.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,31646569.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31632587.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,lung adenocarcinoma,"qPCR, Western blot, RNAi, Luciferase reporter assays etc.",up-regulated,28961027.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"qPCR, Western blot",up-regulated,29130102.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,qPCR etc.,up-regulated,26339353.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"qPCR, Western blot, in vitro knockdown, RNAi, RIP etc.",up-regulated,29339211.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",up-regulated,29337100.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"qPCR, RNAi, Western blot, Cell migration and invasion assay, CCK-8 assay etc.",up-regulated,28248928.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"qPCR, Western blot, RNAi, Luciferase reporter assay",up-regulated,28448993.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"qPCR, Western blot, RNA pull-down assay etc.",up-regulated,27501756.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,non small cell lung cancer,"qPCR, western blot, Luciferase reporter assays etc.",up-regulated,29812958.0,Also Known As: SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001,1,NR_001564.2,71,71,0,0,REVIEWED,"31 (4 - 2G, 27 - C-rich)
","[-0.644, -0.746, -0.911, -1.846, -1.464, -0.911, -0.894, -0.911, -0.913, -1.106, -0.722, -0.933, -1.033, -0.978, -0.77, -0.75, -0.923, -0.713, -0.961, -0.911, -0.738, -0.78, -0.631, -0.894, -0.911, -0.891, 0.933, 0.836, 0.891, 0.772]",No similarity to any PQS (2G) from QGRS mapper,"9 (1 - 3G, 8 - C-rich)","[2.069 (3G); -1.749, -1.426, -1.391, -1.422, -1.079, -1.294, -1.4, -1.105 (C-rich)]",No similarity to PQS from QGRS mapper,,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
ZEB2-AS1,non small cell lung cancer,"qPCR, Western blot etc",up-regulated,32329850.0,Also Known As: ZEB2AS; ZEB2-AS; ZEB2NAT,1,NR_040248.2,4,4,0,0,VALIDATED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,ZEB2AS; ZEB2-AS; ZEB2NAT
ZEB2-AS1,non small cell lung cancer,"qRT-PCR, Western blot analysis, RIP",up-regulated,31695021.0,Also Known As: ZEB2AS; ZEB2-AS; ZEB2NAT,1,NR_040248.2,4,4,0,0,VALIDATED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,ZEB2AS; ZEB2-AS; ZEB2NAT
ZEB2-AS1,lung cancer,"qPCR, Western blot, in vitro knockdown, etc.",up-regulated,31497237.0,Also Known As: ZEB2AS; ZEB2-AS; ZEB2NAT,1,NR_040248.2,4,4,0,0,VALIDATED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,ZEB2AS; ZEB2-AS; ZEB2NAT
ZEB2-AS1,lung cancer,"Western blot, in vitro knockdown etc.",up-regulated,29552161.0,Also Known As: ZEB2AS; ZEB2-AS; ZEB2NAT,1,NR_040248.2,4,4,0,0,VALIDATED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,ZEB2AS; ZEB2-AS; ZEB2NAT
ZFAS1,non small cell lung cancer,qPCR,down-regulated,29922089.0,Also Known As: HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275,5,"NR_003604.3, NR_003605.2, NR_003606.3, NR_036658.2, NR_036659.2","13, 9, 12, 13, 4","11,8,10,11,4","2,1,2,2,0","0,0,0,0,0",REVIEWED,"2 (2G);
1 (2G);
2 (2G);
2 (2G);
0","[0.774, 0.628 (2G)];
[0.774 (2G)];
[0.774, 0.628 (2G)]; 
[0.774, 0.628 (2G)]; 
0",No similarity to any PQS (2G) from QGRS mapper,"3 (3G);
3 (3G);
3 (3G);
3 (3G);
0","[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)];
0",No similarity to PQS from QGRS mapper,,HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275
ZFAS1,non small cell lung cancer,"qRT-PCR, Western blot analysis, Luciferase reporter assay",up-regulated,31692094.0,Also Known As: HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275,5,"NR_003604.3, NR_003605.2, NR_003606.3, NR_036658.2, NR_036659.2","13, 9, 12, 13, 4","11,8,10,11,4","2,1,2,2,0","0,0,0,0,0",REVIEWED,"2 (2G);
1 (2G);
2 (2G);
2 (2G);
0","[0.774, 0.628 (2G)];
[0.774 (2G)];
[0.774, 0.628 (2G)]; 
[0.774, 0.628 (2G)]; 
0",No similarity to any PQS (2G) from QGRS mapper,"3 (3G);
3 (3G);
3 (3G);
3 (3G);
0","[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)];
0",No similarity to PQS from QGRS mapper,,HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275
ZFAS1,non small cell lung cancer,"qPCR, Luciferase reporter assay",up-regulated,31378891.0,Also Known As: HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275,5,"NR_003604.3, NR_003605.2, NR_003606.3, NR_036658.2, NR_036659.2","13, 9, 12, 13, 4","11,8,10,11,4","2,1,2,2,0","0,0,0,0,0",REVIEWED,"2 (2G);
1 (2G);
2 (2G);
2 (2G);
0","[0.774, 0.628 (2G)];
[0.774 (2G)];
[0.774, 0.628 (2G)]; 
[0.774, 0.628 (2G)]; 
0",No similarity to any PQS (2G) from QGRS mapper,"3 (3G);
3 (3G);
3 (3G);
3 (3G);
0","[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)];
0",No similarity to PQS from QGRS mapper,,HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275
ZFAS1,non small cell lung cancer,qPCR etc.,up-regulated,28051258.0,Also Known As: HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275,5,"NR_003604.3, NR_003605.2, NR_003606.3, NR_036658.2, NR_036659.2","13, 9, 12, 13, 4","11,8,10,11,4","2,1,2,2,0","0,0,0,0,0",REVIEWED,"2 (2G);
1 (2G);
2 (2G);
2 (2G);
0","[0.774, 0.628 (2G)];
[0.774 (2G)];
[0.774, 0.628 (2G)]; 
[0.774, 0.628 (2G)]; 
0",No similarity to any PQS (2G) from QGRS mapper,"3 (3G);
3 (3G);
3 (3G);
3 (3G);
0","[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)];
0",No similarity to PQS from QGRS mapper,,HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275
ZFAS1,non small cell lung cancer,"qPCR, etc.",down-regulated,29922089.0,Also Known As: HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275,5,"NR_003604.3, NR_003605.2, NR_003606.3, NR_036658.2, NR_036659.2","13, 9, 12, 13, 4","11,8,10,11,4","2,1,2,2,0","0,0,0,0,0",REVIEWED,"2 (2G);
1 (2G);
2 (2G);
2 (2G);
0","[0.774, 0.628 (2G)];
[0.774 (2G)];
[0.774, 0.628 (2G)]; 
[0.774, 0.628 (2G)]; 
0",No similarity to any PQS (2G) from QGRS mapper,"3 (3G);
3 (3G);
3 (3G);
3 (3G);
0","[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)]; 
[1.444, 1.438, 1.333 (3G)];
0",No similarity to PQS from QGRS mapper,,HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275
ZFPM2-AS1,lung adenocarcinoma,"qRT-PCR, Luciferase reporter assay, RIP, Western blot",up-regulated,31919993.0,Also Known As: SCAT3,2,"NR_125796.1, NR_125797.1","5,3","5,3","0,0","0,0",VALIDATED,"0;

0","0

0",No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter,,SCAT3
ZFPM2-AS1,lung adenocarcinoma,"qRT-PCR, Western blot analysis, Luciferase reporter assay, RIP",up-regulated,31692047.0,Also Known As: SCAT3,2,"NR_125796.1, NR_125797.1","5,3","5,3","0,0","0,0",VALIDATED,"0;

0","0

0",No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter,,SCAT3
