LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number/GeneBank ID,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1,Unnamed: 19
NEAT1,non small cell lung cancer,"qPCR, RNAi, Western blot, Luciferase reporter assay etc.",up-regulated,29864936,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NKILA,non small cell lung cancer,"RT-qPCR, Western blotting",down-regulated,31934087,,1,NR_131157.1,28,26,2,0,VALIDATED,"8 (3 - 2G, 5 - C-rich)","[0.643, 0.973, 0.911 (2G),  -0.911, -0.875, -0.8, -0.891, -0.646 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter,
NKILA,non small cell lung cancer,"qPCR, Western blot, RIP",down-regulated,28412955,,1,NR_131157.1,28,26,2,0,VALIDATED,"8 (3 - 2G, 5 - C-rich)","[0.643, 0.973, 0.911 (2G),  -0.911, -0.875, -0.8, -0.891, -0.646 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter,
NKX2-1-AS1,lung cancer,"RNA-seq, qPCR",up-regulated,30981459,,1,NR_103710.1,13,11,2,0,VALIDATED,"14 (11-C-rich, 1-3G, 
2-2G)","[-0.925, -0.732, -0.918,
 -0.913, -1.182, -0.898,
 -0.945, -0.933, -0.854,
 -0.891 (C-rich); 0.913, 0.863 (2G) ;
0.891(3G)]","No similarity to any PQS (3G) from 
QGRS Mapper.",0,0,No PQS found in G4 hunter,
NKX2-1-AS1,lung cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, RNAi, Microarray, other",up-regulated,30258080,,1,NR_103710.1,13,11,2,0,VALIDATED,"14 (11-C-rich, 1-3G, 
2-2G)","[-0.925, -0.732, -0.918,
 -0.913, -1.182, -0.898,
 -0.945, -0.933, -0.854,
 -0.891 (C-rich); 0.913, 0.863 (2G) ;
0.891(3G)]","No similarity to any PQS (3G) from 
QGRS Mapper.",0,0,No PQS found in G4 hunter,
NNT-AS1,lung cancer,"qPCR, in vitro knockdown, RIP",up-regulated,29857296,,1,NR_073113.1,15,15,0,0,VALIDATED,6 (C-rich),"[-1, -1.099, -0.933, -0.911, -0.851, -0.843 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter,
NNT-AS1,non small cell lung cancer,"qRT-PCR, DualLuciferase Reporter Assay, Western blot",up-regulated,31957837,,1,NR_073113.1,15,15,0,0,VALIDATED,6 (C-rich),"[-1, -1.099, -0.933, -0.911, -0.851, -0.843 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter,
NNT-AS1,non small cell lung cancer,"qRT-PCR, Western blot assay, Dual luciferase reporter assay",up-regulated,31923353,,1,NR_073113.1,15,15,0,0,VALIDATED,6 (C-rich),"[-1, -1.099, -0.933, -0.911, -0.851, -0.843 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter,
NNT-AS1,non small cell lung cancer,"qPCR, Western blot",up-regulated,30070323,,1,NR_073113.1,15,15,0,0,VALIDATED,6 (C-rich),"[-1, -1.099, -0.933, -0.911, -0.851, -0.843 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter,
NNT-AS1,lung cancer,qPCR etc.,differential expression,29857296,,1,NR_073113.1,15,15,0,0,VALIDATED,6 (C-rich),"[-1, -1.099, -0.933, -0.911, -0.851, -0.843 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter,
NORAD,non small cell lung cancer,"qRT-PCR, Western blot",up-regulated,32110050,Also Known As: LINC00657,1,NR_027451.1,30,25,5,0,VALIDATED,"12 (7 - 2G, 5 - C-rich)","[-0.911, -0.882, -0.825, -1.118, -0.938, 0.894, 0.778, 0.681, 0.911, 0.75, 1.167, 0.824]  ",No similarity to any PQS (2G) from QGRS mapper,2 (3G),"[1.337, 1.354 (3G)]",,
NORAD,lung cancer,"qPCR, Luciferase reporter assay, RIP",down-regulated,30967631,Also Known As: LINC00657,1,NR_027451.1,30,25,5,0,VALIDATED,"12 (7 - 2G, 5 - C-rich)","[-0.911, -0.882, -0.825, -1.118, -0.938, 0.894, 0.778, 0.681, 0.911, 0.75, 1.167, 0.824]  ",No similarity to any PQS (2G) from QGRS mapper,2 (3G),"[1.337, 1.354 (3G)]",,
NORAD,non small cell lung cancer,"RT-qPCR, Western blot, RIP, Luciferase reporter assay",up-regulated,31894841,Also Known As: LINC00657,1,NR_027451.1,30,25,5,0,VALIDATED,"12 (7 - 2G, 5 - C-rich)","[-0.911, -0.882, -0.825, -1.118, -0.938, 0.894, 0.778, 0.681, 0.911, 0.75, 1.167, 0.824]  ",No similarity to any PQS (2G) from QGRS mapper,2 (3G),"[1.337, 1.354 (3G)]",,
NORAD,non small cell lung cancer,"RT-qPCR, Western blot analysis, RIP etc.",up-regulated,31059060,Also Known As: LINC00657,1,NR_027451.1,30,25,5,0,VALIDATED,"12 (7 - 2G, 5 - C-rich)","[-0.911, -0.882, -0.825, -1.118, -0.938, 0.894, 0.778, 0.681, 0.911, 0.75, 1.167, 0.824]  ",No similarity to any PQS (2G) from QGRS mapper,2 (3G),"[1.337, 1.354 (3G)]",,
NORAD,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31207175,Also Known As: LINC00657,1,NR_027451.1,30,25,5,0,VALIDATED,"12 (7 - 2G, 5 - C-rich)","[-0.911, -0.882, -0.825, -1.118, -0.938, 0.894, 0.778, 0.681, 0.911, 0.75, 1.167, 0.824]  ",No similarity to any PQS (2G) from QGRS mapper,2 (3G),"[1.337, 1.354 (3G)]",,
NR2F2-AS1,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",up-regulated,30592135,,3,"NR_102743.1, NR_102744.1, NR_125738.1","9, 4, 3","9, 4, 3","0, 0, 0","0, 0, 0",VALIDATED,"2 (2G);
0;
2 (c-rich)","[1, 0.891 (2G)];
0;
[-0.911, -0.821 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter,
"NR_028500
LDHA_Variant 6",lung squamous cell carcinoma,"Microarray, qPCR etc.",up-regulated,28076325,Also known as: LDHM; GSD11; PIG19; HEL-S-133P; LDHA,"1
(Variant 1st, 2nd, 3rd, 4th and 5th are mRNA)
(Total=6) (LDHA)","LDHA (_____, _____, _____, _____, _____, NR_028500.2)","_____, _____, _____, _____, _____, 13 (LDHA)","_____, _____, _____, _____, _____, 12 (LDHA)","_____, _____, _____, _____, _____, 1 (LDHA)","_____, _____, _____, _____, _____, 0 (LDHA)",REVIEWED (LDHA),"4 (3-C-rich, 1-3G)","[-0.933, -0.855, -0.933
(C-rich); 0.891 (3G)]","No similarity to any PQS (3G) from 
QGRS Mapper.",0,0,No PQS found in G4 hunter,
"NR_034174
VNN2_Variant 4",lung adenocarcinoma,"Microarray, qPCR etc.",down-regulated,25758555,Also known as: FOAP-4; GPI-80; VNN2,"1
(Variant 1st, 2nd, 5th are mRNA; 3rd, 6th, 7th, 8th and 9th are also lncRNAs)
(Total=9) (VNN2)","VNN2 (_____, _____, _____, NR_034174.3, _____, _____, _____, _____, _____, _____, )","_____, _____, _____, 9, _____, _____, _____, _____, _____,  (VNN2)","_____, _____, _____, 9, _____, _____, _____, _____, _____,  (VNN2)","_____, _____, _____, 0, _____, _____, _____, _____, _____,  (VNN2)","_____, _____, _____, 0, _____, _____, _____, _____, _____,  (VNN2)",REVIEWED (VNN2),2 (2G),"[0.911, 0.8 (2G)]",,0,0,No PQS found in G4 hunter,
"NR_046326
PCAT6_Variant 2",lung squamous cell carcinoma,"Microarray, qPCR etc.",up-regulated,28076325,Also Known As: PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96; PCAT6,"1
(Variant 1st is also lncRNA)
(Total=2) (PCAT6)","PCAT6 (_____, NR_046326.1)","_____,3 (PCAT6)","_____,2 (PCAT6)","_____,1 (PCAT6)","_____,0 (PCAT6)",VALIDATED (PCAT6),"12 (2 - 2G; 10 - C-rich);
10( 2 - 2G; 8 - C-rich)","[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914, -0.945, -0.915 (C-rich)];
[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,"2 (C-rich);
1 (C-rich)","[ 1.417 (3G); -1.3 (C-rich)];
[-1.3 (C-rich)]",No similarity to PQS from QGRS Mapper,
"NR_047562
PDLIM3_Variant 5",lung adenocarcinoma,"Microarray, qPCR etc.",down-regulated,25758555,Also known as: ALP; PDLIM3,"1
(Variant 1st, 2nd, 3rd and 4th are mRNA)
(Total=5) (PDLIM3)","PDLIM3 (_____, _____, _____, _____, NR_047562.2)","_____, _____, _____, _____, 16 (PDLIM3)","_____, _____, _____, _____, 16 (PDLIM3)","_____, _____, _____, _____, 0 (PDLIM3)","_____, _____, _____, _____, 0 (PDLIM3)",REVIEWED (PDLIM3),3 (C-rich),"[-0.962, -0.759, -0.786
(C-rich)]",,0,0,No PQS found in G4 hunter,
OIP5-AS1,lung cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,29897167,Also Known As: cyrano; linc-OIP5,4,"NR_026757.2, NR_152820.1, NR_152821.1, NR_152822.1","30, 26, 6, 31","30, 26, 6, 31","0,0,0,0","0,0,0,0",REVIEWED,"8 (3 - 2G, 5 - C-rich);
8 (3 - 2G, 5 - C-rich);
1 (C-rich)
8 (3 - 2G, 5 - C-rich);","[0.649, 0.656, 0.915 (2G); -0.911, -0.911, -0.851, -0.84, -0.911 (C-rich)];
[0.649, 0.656, 0.915 (2G); -0.911, -0.911, -0.851, -0.84, -0.911 (C-rich)];
[-0.872 (C-rich)];
[0.649, 0.656, 0.915 (2G); -0.911, -0.911, -0.851, -0.84, -0.911 (C-rich)];",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,
OIP5-AS1,lung adenocarcinoma,"qRT-PCR, Western blot, Luciferase reporter assay, RIP",up-regulated,29247949,Also Known As: cyrano; linc-OIP5,4,"NR_026757.2, NR_152820.1, NR_152821.1, NR_152822.1","30, 26, 6, 31","30, 26, 6, 31","0,0,0,0","0,0,0,0",REVIEWED,"8 (3 - 2G, 5 - C-rich);
8 (3 - 2G, 5 - C-rich);
1 (C-rich)
8 (3 - 2G, 5 - C-rich);","[0.649, 0.656, 0.915 (2G); -0.911, -0.911, -0.851, -0.84, -0.911 (C-rich)];
[0.649, 0.656, 0.915 (2G); -0.911, -0.911, -0.851, -0.84, -0.911 (C-rich)];
[-0.872 (C-rich)];
[0.649, 0.656, 0.915 (2G); -0.911, -0.911, -0.851, -0.84, -0.911 (C-rich)];",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,
OIP5-AS1,lung cancer,"qPCR, Western blot, RIP, Luciferase reporter assay, etc.",up-regulated,29897167,Also Known As: cyrano; linc-OIP5,4,"NR_026757.2, NR_152820.1, NR_152821.1, NR_152822.1","30, 26, 6, 31","30, 26, 6, 31","0,0,0,0","0,0,0,0",REVIEWED,"8 (3 - 2G, 5 - C-rich);
8 (3 - 2G, 5 - C-rich);
1 (C-rich)
8 (3 - 2G, 5 - C-rich);","[0.649, 0.656, 0.915 (2G); -0.911, -0.911, -0.851, -0.84, -0.911 (C-rich)];
[0.649, 0.656, 0.915 (2G); -0.911, -0.911, -0.851, -0.84, -0.911 (C-rich)];
[-0.872 (C-rich)];
[0.649, 0.656, 0.915 (2G); -0.911, -0.911, -0.851, -0.84, -0.911 (C-rich)];",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,
"P53RRA
LINC00472",non small cell lung cancer,"qPCR, in vitro knockdown etc.",down-regulated,29588351,"Also Known As: P53RRA; C6orf155;  LINC00472

PQS 1 obtained in 4th variant when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.",4 (LINC00472),"LINC00472 (NR_121612.1, NR_026807.2, NR_121613.1, NR_121614.1)","43, 43, 42, 43 (LINC00472)","41, 41, 40, 41 (LINC00472)","2, 2, 2, 2 (LINC00472)

PQS 1 of 1st variant is same to the PQS 1 of 2nd and 4th variants [PQS 1 of 4th variant is same to the PQS 1 of 1st and 2nd variants when search parameter was set to Min G-Group Size: 3 but it is different (but same G-score) from PQS 1 of 1st and 2nd variants when search parameter was set to Min G-Group Size: 2 (due to shifting of G-Group/Quartet frame)].
PQS 1 of 3rd variant is different from other variants.
PQS 2 is same in all variants.","0, 0, 0, 0 (LINC00472)",VALIDATED (LINC00472),"8 (3 - 2G, 2 - 3G, 3 - C-rich);

8 (3 - 2G, 2 - 3G, 3 - C-rich);

8 (3 - 2G, 2 - 3G, 3 - C-rich);

8 (3 - 2G, 2 - 3G, 3 - C-rich)","[-0.911, -0.989, -0.694 (C-rich), 0.817, 0.86 (3G), 0.872, 0.895, 0.911 (2G)];

[-0.911, -0.989, -0.694 (C-rich), 0.817, 0.86 (3G), 0.872, 0.895, 0.911 (2G)];

[-0.911, -0.989, -0.694 (C-rich), 0.817, 0.86 (3G), 0.872, 0.895, 0.911 (2G)];

[-0.911, -0.989, -0.694 (C-rich), 0.817, 0.86 (3G), 0.872, 0.895, 0.911 (2G)]","In all the variants, PQS 11 (3G) of QGRS mapper and the PQS 3 (3G) of G4 hunter have similar G tracts.

PQS 3 (3G) from G4 hunter has a left frame-shift as compared to PQS 11 (3G) from QGRS mapper.

PQS 12 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 4 (3G) from G4 hunter has a left frame-shift as compared to PQS 12 (3G) from QGRS mapper.

By looking at PQS 3 and 4 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. ","3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);","(-1.426, -1.4, -1.519)

(-1.426, -1.4, -1.519)

(-1.426, -1.4, -1.519)

(-1.426, -1.4, -1.519)","No similarity to any PQS from QGRS mapper.
",
PANDAR,non small cell lung cancer,qPCR etc.,down-regulated,28121347,Also Known As: PANDA,1,NR_109836.1,6,6,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,
PANDAR,non small cell lung cancer,"qPCR, Western blot, RIP etc.",down-regulated,25719249,Also Known As: PANDA,1,NR_109836.1,6,6,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,
PART1,non small cell lung cancer,qPCR etc.,up-regulated,28819376,Also Known As: NCRNA00206,3,"NR_024617.1, NR_028508.1, NR_028509.1","18, 11, 21","18, 11, 20","0, 0, 1","0, 0, 0",VALIDATED,"8 (6 - 2G, 2 - C-rich);
1  (2G);
14 (4 - 2G, 10 - C-rich)","[0.872, -0.86, -0.875, 0.872, 0.913, 0.913, 0.911, 0.911];
[0.872];
[0.872, -0.865, -0.804, 0.72, 0.788, 0.911, -0.843, -0.767, -0.83, -0.96, -0.837, -0.911, -0.911, -0.797]",No similarity to PQS (2G) from QGRS mapper,"0;
0;
1 (3G)","0; 
0; 
[-1.014 (3G)]",Similar to PQS from QGRS Mapper,
"PCAN-R1
PCAT6",non small cell lung cancer,qPCR etc.,up-regulated,27322209,Also Known As: PCAT6; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96; PCAN-R1,2 (PCAT6),"PCAT6 (NR_046325.1, NR_046326.1)","4, 3 (PCAT6)","3, 2 (PCAT6)","1, 1 (PCAT6)","0, 0 (PCAT6)",VALIDATED (PCAT6),"12 (2 - 2G; 10 - C-rich);
10( 2 - 2G; 8 - C-rich)","[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914, -0.945, -0.915 (C-rich)];
[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,"2 (C-rich);
1 (C-rich)","[ 1.417 (3G); -1.3 (C-rich)];
[-1.3 (C-rich)]",No similarity to PQS from QGRS Mapper,
PCAT1,non small cell lung cancer,PCR,down-regulated,30980423,"Also Known As: PCA1; PiHL; PCAT-1.Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,
PCAT1,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,30569478,"Also Known As: PCA1; PiHL; PCAT-1.Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,
PCAT1,non small cell lung cancer,"qPCR, RNAi, Cell proliferation assay etc.",up-regulated,26770456,"Also Known As: PCA1; PiHL; PCAT-1.Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,
PCAT19,non small cell lung cancer,"RT-qPCR, Western blotting",up-regulated,31819778,"Also Known As: LINC01190

Variant X1,X2,X3: PREDICTED Sequence,",5,"NR_040109.2, NR_136334.1 (Variant 1 and 2)
+
XR_001756399.1 , XR_001756400.1 , XR_002958911.1 (Variant X1, X2 and X3)","18, 15 (Variant 1 and 2)
+
5, 4, 7","18, 15 (Variant 1 and 2)
+
5, 4,7","0, 0 (Variant 1 and 2)
+
0, 0,0","0, 0 (Variant 1 and 2)
+
0, 0,0","VALIDATED (Variant 1 and 2)
+
PREDICTED (Variant X1, X2, X3)","1 (C-rich);
1 (C-rich)","[-0.766 (C-rich)];
[-0.766 (C-rich)]",,0,0,No PQS found in G4 hunter,
PCAT6,non small cell lung cancer,"qPCR, Luciferase reporter assay, other",up-regulated,30464520,Also Known As: PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96,2,"NR_046325.1, NR_046326.1","4,3","3,2","1,1","0,0",VALIDATED,"12 (2 - 2G; 10 - C-rich);
10( 2 - 2G; 8 - C-rich)","[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914, -0.945, -0.915 (C-rich)];
[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,"2 (C-rich);
1 (C-rich)","[ 1.417 (3G); -1.3 (C-rich)];
[-1.3 (C-rich)]",No similarity to PQS from QGRS Mapper,
PCAT6,non small cell lung cancer,"qPCR, RIP, Western blot, other",up-regulated,30314898,Also Known As: PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96,2,"NR_046325.1, NR_046326.1","4,3","3,2","1,1","0,0",VALIDATED,"12 (2 - 2G; 10 - C-rich);
10( 2 - 2G; 8 - C-rich)","[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914, -0.945, -0.915 (C-rich)];
[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,"2 (C-rich);
1 (C-rich)","[ 1.417 (3G); -1.3 (C-rich)];
[-1.3 (C-rich)]",No similarity to PQS from QGRS Mapper,
PCAT6,lung cancer,qPCR,differential expression,31336224,Also Known As: PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96,2,"NR_046325.1, NR_046326.1","4,3","3,2","1,1","0,0",VALIDATED,"12 (2 - 2G; 10 - C-rich);
10( 2 - 2G; 8 - C-rich)","[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914, -0.945, -0.915 (C-rich)];
[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,"2 (C-rich);
1 (C-rich)","[ 1.417 (3G); -1.3 (C-rich)];
[-1.3 (C-rich)]",No similarity to PQS from QGRS Mapper,
PCAT6,non small cell lung cancer,qPCR etc.,up-regulated,29238201,Also Known As: PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96,2,"NR_046325.1, NR_046326.1","4,3","3,2","1,1","0,0",VALIDATED,"12 (2 - 2G; 10 - C-rich);
10( 2 - 2G; 8 - C-rich)","[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914, -0.945, -0.915 (C-rich)];
[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,"2 (C-rich);
1 (C-rich)","[ 1.417 (3G); -1.3 (C-rich)];
[-1.3 (C-rich)]",No similarity to PQS from QGRS Mapper,
PCAT6,lung cancer,"qPCR, RNAi, Western blot, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,27458097,Also Known As: PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96,2,"NR_046325.1, NR_046326.1","4,3","3,2","1,1","0,0",VALIDATED,"12 (2 - 2G; 10 - C-rich);
10( 2 - 2G; 8 - C-rich)","[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914, -0.945, -0.915 (C-rich)];
[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,"2 (C-rich);
1 (C-rich)","[ 1.417 (3G); -1.3 (C-rich)];
[-1.3 (C-rich)]",No similarity to PQS from QGRS Mapper,
PCAT7,non small cell lung cancer,"qPCR, Luciferase reporter assay, Western blot",up-regulated,29275424,Also known as: PCAN-R2,4,"NR_121566.2, NR_121567.2, NR_121568.2, NR_121569.2",,,,,VALIDATED,,,,,,,
PICART1,lung cancer,"qPCR, Western blot, in vitro knockdown",down-regulated,29940776,,1,NR_038230.1,27,24,3,0,VALIDATED,"13 (4 - 2G, 4 - 3G, 5 - C-rich)
","[0.911, 0.742, 1, 0.935 (2G), 0.771, 0.917, 0.894, 0.806 (3G), -0.898, -0.957, -0.913, -0.911, -0.754 (C-rich)]","PQS 15 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 4 (3G) from G4 hunter has a left frame-shift as compared to PQS 15 (3G) from QGRS mapper.

PQS 15 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.

By looking at PQS 4 and 5 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. 

PQS 16 (3G) of QGRS mapper and the PQS 6 (3G) of G4 hunter have similar G tracts.

PQS 20 (3G) of QGRS mapper and the PQS 13 (3G) of G4 hunter have similar G tracts.",1 (C-rich),[-1.354 (C-rich)],No similarity to any PQS (2G) from QGRS mapper.,
PICART1,Lung cancer,"qPCR, Western blot, etc.",down-regulated,30662662,,1,NR_038230.1,27,24,3,0,VALIDATED,"13 (4 - 2G, 4 - 3G, 5 - C-rich)
","[0.911, 0.742, 1, 0.935 (2G), 0.771, 0.917, 0.894, 0.806 (3G), -0.898, -0.957, -0.913, -0.911, -0.754 (C-rich)]","PQS 15 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 4 (3G) from G4 hunter has a left frame-shift as compared to PQS 15 (3G) from QGRS mapper.

PQS 15 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.

By looking at PQS 4 and 5 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. 

PQS 16 (3G) of QGRS mapper and the PQS 6 (3G) of G4 hunter have similar G tracts.

PQS 20 (3G) of QGRS mapper and the PQS 13 (3G) of G4 hunter have similar G tracts.",1 (C-rich),[-1.354 (C-rich)],No similarity to any PQS (2G) from QGRS mapper.,
PICART1,lung cancer,"qPCR, Western blot, etc.",down-regulated,29940776,,1,NR_038230.1,27,24,3,0,VALIDATED,"13 (4 - 2G, 4 - 3G, 5 - C-rich)
","[0.911, 0.742, 1, 0.935 (2G), 0.771, 0.917, 0.894, 0.806 (3G), -0.898, -0.957, -0.913, -0.911, -0.754 (C-rich)]","PQS 15 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 4 (3G) from G4 hunter has a left frame-shift as compared to PQS 15 (3G) from QGRS mapper.

PQS 15 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.

By looking at PQS 4 and 5 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. 

PQS 16 (3G) of QGRS mapper and the PQS 6 (3G) of G4 hunter have similar G tracts.

PQS 20 (3G) of QGRS mapper and the PQS 13 (3G) of G4 hunter have similar G tracts.",1 (C-rich),[-1.354 (C-rich)],No similarity to any PQS (2G) from QGRS mapper.,
